trade,scope_category,labor_hours,labor_rate,labor_cost,labor_burden_pct,material_cost,markup_pct,total_cost,is_anomaly,anomaly_type
drywall,unforeseen_condition,44.0,63.16,2778.01,0.99,1247.88,0.0991,4424.72,1,labor_burden_inflation
steel,design_error,69.9,93.54,6540.71,0.341,9595.99,0.1168,18021.62,0,none
mechanical,unforeseen_condition,527.1,94.21,49658.09,0.305,2650.69,0.1302,59119.38,1,unrealistic_hours
hvac,unforeseen_condition,8.7,80.94,701.17,0.348,1082.14,0.1021,1965.48,0,none
hvac,value_engineering,12.8,87.93,1129.07,0.301,1467.82,0.0833,2813.09,0,none
electrical,unforeseen_condition,12.1,83.32,1007.39,0.331,835.16,0.124,2071.0,0,none
plumbing,design_error,29.5,81.79,2409.61,0.332,1913.12,0.0947,4732.13,0,none
steel,value_engineering,58.3,78.46,4570.73,0.338,7712.3,0.069,13130.63,0,none
hvac,unforeseen_condition,40.8,79.46,3245.38,0.294,4356.63,0.0826,8229.66,0,none
drywall,unforeseen_condition,41.0,46.06,1888.24,0.341,711.0,0.1462,2979.38,0,none
general,code_compliance,35.6,66.06,2351.07,0.737,851.43,0.1663,3735.12,1,labor_burden_inflation
drywall,owner_directive,49.2,55.53,2732.25,0.987,1205.47,0.141,4492.94,1,labor_burden_inflation
mechanical,unforeseen_condition,38.4,82.35,3165.82,0.3,2024.67,0.0947,5682.25,0,none
steel,design_error,63.8,82.32,5254.04,0.347,7759.89,0.1098,14443.33,0,none
concrete,unforeseen_condition,16.4,71.55,1170.99,0.346,1367.77,0.0701,2716.74,0,none
drywall,unforeseen_condition,47.2,51.75,2440.98,0.284,7524.71,0.1127,11088.82,1,material_cost_spike
mechanical,code_compliance,573.1,88.54,50742.27,0.323,2678.81,0.1233,60007.9,1,unrealistic_hours
concrete,code_compliance,41.9,77.3,3237.03,0.339,3678.98,0.12,7745.79,0,none
hvac,owner_directive,22.6,98.95,2236.63,0.293,2484.91,0.1146,5262.79,0,none
drywall,code_compliance,50.6,45.51,2304.66,0.301,1100.16,0.1048,3761.51,0,none
plumbing,design_error,25.0,82.96,2069.99,0.281,920.06,0.1415,3413.28,0,none
drywall,design_error,51.0,69.06,3524.94,0.338,1880.92,0.1334,6126.89,0,none
general,value_engineering,29.9,51.1,1529.51,0.293,621.38,0.1205,2410.08,0,none
mechanical,unforeseen_condition,573.5,86.92,49848.62,0.281,4894.23,0.1263,61656.87,1,unrealistic_hours
electrical,unforeseen_condition,27.9,68.96,1924.98,0.294,1052.62,0.1103,3306.03,0,none
mechanical,owner_directive,33.6,98.85,3323.24,0.305,3800.22,0.1088,7898.3,0,none
electrical,value_engineering,14.2,93.5,1331.24,0.35,627.3,0.3294,2603.68,1,inflated_markup
drywall,unforeseen_condition,10.1,277.4,2801.74,0.337,326.24,0.1249,3518.66,1,labor_rate_spike
general,value_engineering,39.4,60.97,2399.62,0.299,1423.88,0.1618,4442.0,0,none
drywall,code_compliance,35.0,46.72,1635.9,0.31,642.59,0.0805,2462.01,0,none
general,design_error,6.4,69.33,446.45,0.343,275.46,0.1225,810.37,0,none
concrete,owner_directive,46.1,67.7,3118.01,0.326,4729.02,0.1015,8643.41,0,none
electrical,value_engineering,12.8,68.33,873.17,0.308,522.72,0.1192,1562.32,0,none
drywall,owner_directive,53.7,62.34,3347.34,0.961,2687.95,0.1381,6868.99,1,labor_burden_inflation
hvac,owner_directive,64.7,86.58,5598.43,0.338,8573.89,0.0858,15388.18,0,none
plumbing,owner_directive,12.4,84.32,1043.14,0.992,597.37,0.0954,1796.96,1,labor_burden_inflation
general,unforeseen_condition,12.9,67.31,869.38,0.298,270.04,0.1184,1274.36,0,none
plumbing,value_engineering,32.5,81.91,2664.19,0.295,2171.43,0.1403,5513.92,0,none
drywall,owner_directive,49.3,55.59,2740.99,0.329,13191.45,0.1245,17916.03,1,material_cost_spike
electrical,code_compliance,13.8,72.58,999.62,0.35,495.34,0.1036,1649.81,0,none
drywall,value_engineering,37.5,69.26,2596.69,0.337,1351.58,0.126,4445.92,0,none
mechanical,code_compliance,31.2,98.69,3075.45,0.334,4408.48,0.1417,8544.06,0,none
general,value_engineering,33.3,64.33,2144.44,0.297,587.71,0.7215,4703.4,1,inflated_markup
plumbing,code_compliance,8.0,79.0,634.52,0.301,727.81,0.1188,1524.13,0,none
general,unforeseen_condition,14.2,55.37,788.03,0.302,212.54,0.1243,1124.96,0,none
hvac,design_error,11.4,81.96,931.22,0.311,2037.25,0.102,3271.13,0,none
drywall,unforeseen_condition,18.2,54.14,983.79,0.324,400.21,0.0899,1508.36,0,none
drywall,unforeseen_condition,51.5,59.52,3066.86,0.302,1359.4,0.1354,5025.4,0,none
electrical,unforeseen_condition,23.3,67.1,1562.02,0.303,1890.58,0.1317,3907.19,0,none
drywall,owner_directive,31.7,67.62,2140.4,0.298,894.71,0.1397,3459.18,0,none
concrete,design_error,56.6,57.55,3255.81,0.295,2335.81,0.0917,6104.24,0,none
electrical,unforeseen_condition,4.6,87.57,405.91,0.308,305.28,0.1171,794.44,0,none
mechanical,code_compliance,23.1,70.69,1629.7,0.327,1069.26,0.1452,3090.87,0,none
concrete,code_compliance,51.3,76.65,3930.86,0.348,5362.35,0.0514,9771.26,0,none
mechanical,value_engineering,47.1,96.38,4535.26,0.341,6192.44,0.5153,16255.68,1,inflated_markup
drywall,code_compliance,7.3,48.58,352.31,0.332,249.97,0.6199,975.63,1,inflated_markup
electrical,value_engineering,15.6,65.41,1021.57,0.286,798.08,0.0904,1984.1,0,none
general,code_compliance,21.6,66.46,1433.9,0.298,466.76,0.1609,2206.47,0,none
mechanical,owner_directive,54.8,73.09,4008.39,0.336,3884.49,0.1346,8955.45,0,none
steel,value_engineering,96.7,79.05,7643.06,0.31,13434.41,0.1176,23556.35,0,none
concrete,value_engineering,38.4,70.24,2695.24,0.306,1832.92,0.119,5066.95,0,none
steel,design_error,66.9,76.37,5109.14,0.282,7455.14,0.5403,19352.76,1,inflated_markup
steel,design_error,39.9,91.6,3652.96,0.287,4666.88,0.1071,9210.61,0,none
plumbing,design_error,35.6,82.0,2915.38,0.348,1275.46,0.1026,4620.9,0,none
electrical,value_engineering,20.8,92.39,1919.79,0.281,1183.62,0.1336,3517.99,0,none
plumbing,code_compliance,44.7,93.58,4179.92,0.296,1975.85,0.1162,6870.86,0,none
steel,design_error,26.9,94.73,2550.21,0.937,2852.16,0.0963,5922.4,1,labor_burden_inflation
concrete,design_error,50.3,57.52,2892.77,0.295,3047.77,0.1042,6559.65,0,none
mechanical,code_compliance,23.0,92.68,2128.62,0.284,8934.96,0.1331,12536.14,1,material_cost_spike
concrete,unforeseen_condition,21.6,59.93,1292.35,0.312,1779.41,0.0747,3301.14,0,none
plumbing,unforeseen_condition,495.0,73.64,36451.8,0.317,2063.0,0.1491,44257.36,1,unrealistic_hours
steel,unforeseen_condition,98.1,90.57,8888.03,0.297,18383.45,0.097,29917.86,0,none
steel,value_engineering,51.5,102.36,5266.86,0.285,5487.3,0.1116,11954.55,0,none
concrete,design_error,55.5,62.44,3465.71,0.344,2660.11,0.0981,6726.64,0,none
concrete,design_error,72.6,76.12,5528.16,0.287,4827.35,0.0998,11388.87,0,none
drywall,code_compliance,32.7,62.85,2053.68,0.318,1374.41,0.0872,3727.03,0,none
general,owner_directive,36.3,69.85,2532.31,0.282,873.92,0.1152,3798.72,0,none
steel,owner_directive,90.5,103.11,9328.62,0.333,9881.8,0.0618,20398.29,0,none
concrete,owner_directive,62.7,66.24,4150.03,0.35,2968.15,0.0971,7809.51,0,none
drywall,unforeseen_condition,40.9,61.77,2528.33,0.286,1051.65,0.1331,4056.44,0,none
general,code_compliance,20.5,60.82,1245.39,0.306,397.12,0.1295,1855.2,0,none
concrete,owner_directive,68.4,57.87,3958.8,0.323,17508.74,0.0594,22742.71,1,material_cost_spike
steel,design_error,18.3,80.79,1481.97,0.287,2556.7,0.1075,4472.89,0,none
concrete,code_compliance,20.0,56.92,1135.84,0.287,806.69,0.085,2107.55,0,none
mechanical,design_error,23.5,77.28,1814.9,0.346,2627.93,0.1438,5081.82,0,none
electrical,owner_directive,15.2,68.58,1040.08,0.295,718.52,0.0979,1930.73,0,none
hvac,value_engineering,62.9,83.37,5245.59,0.311,4844.63,0.1334,11436.2,0,none
hvac,design_error,28.9,84.29,2434.68,0.336,4895.45,0.1271,8261.71,0,none
drywall,value_engineering,35.3,53.31,1881.44,0.308,1007.11,0.0857,3136.12,0,none
concrete,code_compliance,13.7,162.3,2223.51,0.323,1224.84,0.0885,3753.53,1,labor_rate_spike
plumbing,owner_directive,11.8,91.49,1076.42,0.316,1136.09,0.0809,2391.56,0,none
mechanical,code_compliance,30.4,98.29,2991.87,0.312,2707.11,0.1473,6538.39,0,none
hvac,design_error,23.2,88.46,2053.29,0.699,2239.88,0.1254,4831.33,1,labor_burden_inflation
concrete,value_engineering,49.2,61.08,3004.43,0.331,4519.81,0.1032,8300.42,0,none
electrical,unforeseen_condition,27.7,87.99,2436.12,0.348,2495.04,0.1253,5549.17,0,none
hvac,unforeseen_condition,31.6,81.48,2572.52,0.817,2151.7,0.1183,5282.94,1,labor_burden_inflation
steel,value_engineering,54.5,83.27,4538.58,0.302,5126.69,0.0912,10546.41,0,none
concrete,code_compliance,11.6,67.29,781.25,0.313,866.81,0.5243,2512.14,1,inflated_markup
electrical,code_compliance,16.0,222.4,3558.4,0.29,622.92,0.1326,4735.76,1,labor_rate_spike
mechanical,value_engineering,49.4,78.43,3873.51,0.343,5400.08,0.1084,10278.45,0,none
general,value_engineering,6.9,73.62,506.55,0.307,276.34,0.1363,889.57,0,none
steel,owner_directive,87.6,98.31,8611.92,0.339,11818.17,0.0877,22221.01,0,none
concrete,design_error,58.8,63.74,3745.97,0.316,4298.45,0.0828,8710.89,0,none
drywall,code_compliance,19.7,60.21,1189.19,0.32,914.94,0.1343,2386.65,0,none
concrete,owner_directive,42.6,72.85,3100.49,0.311,3107.92,0.0606,6584.65,0,none
hvac,owner_directive,35.0,99.69,3486.12,0.317,7380.68,0.1027,11982.81,0,none
plumbing,design_error,5.1,88.37,450.8,0.292,363.22,0.1459,932.79,0,none
concrete,unforeseen_condition,34.8,72.66,2528.37,0.306,3877.66,0.0755,6889.5,0,none
steel,design_error,56.9,96.44,5489.99,0.322,11187.75,0.0689,17826.18,0,none
steel,owner_directive,592.0,86.74,51350.08,0.34,8422.87,0.1071,66174.63,1,unrealistic_hours
steel,code_compliance,16.6,79.67,1326.0,0.309,2878.03,0.1057,4648.22,0,none
electrical,owner_directive,28.2,92.84,2620.32,0.322,10164.2,0.0835,13852.03,1,material_cost_spike
drywall,code_compliance,59.1,60.19,3557.53,0.326,2557.39,0.0825,6619.51,0,none
mechanical,value_engineering,52.3,71.47,3737.37,0.29,2504.8,0.1203,6992.86,0,none
concrete,unforeseen_condition,75.0,77.47,5813.43,0.292,10346.44,0.0509,16982.66,0,none
hvac,code_compliance,47.2,80.29,3787.05,0.312,14898.13,0.1378,21260.0,1,material_cost_spike
concrete,design_error,20.5,73.06,1500.51,0.311,1738.37,0.1,3562.8,0,none
general,owner_directive,37.7,71.27,2685.78,0.321,1491.61,0.1535,4818.7,0,none
steel,unforeseen_condition,25.3,95.25,2411.93,0.282,2917.61,0.1149,5941.66,0,none
plumbing,value_engineering,15.1,92.22,1387.91,0.336,815.31,0.0837,2387.68,0,none
mechanical,value_engineering,16.3,84.73,1379.28,0.295,1071.06,0.1303,2769.51,0,none
general,code_compliance,9.0,68.4,614.08,0.294,397.97,0.1657,1179.73,0,none
plumbing,unforeseen_condition,25.4,92.45,2347.87,0.292,1511.42,0.0889,4202.25,0,none
plumbing,owner_directive,35.5,81.72,2900.64,0.296,3262.43,0.1086,6832.31,0,none
electrical,code_compliance,12.5,84.18,1050.9,0.289,963.92,0.1412,2299.23,0,none
general,value_engineering,18.8,67.41,1268.69,0.348,760.77,0.1412,2316.06,0,none
mechanical,code_compliance,26.2,74.85,1957.77,0.309,2633.87,0.7294,7940.78,1,inflated_markup
general,design_error,28.0,54.52,1528.68,0.304,5180.43,0.1519,7728.22,1,material_cost_spike
drywall,code_compliance,34.1,58.04,1980.04,0.338,712.95,0.1159,3004.99,0,none
hvac,value_engineering,61.2,82.4,5045.88,0.307,9178.19,0.1078,15757.71,0,none
drywall,owner_directive,29.3,49.3,1443.31,0.31,784.38,0.0898,2427.83,0,none
mechanical,design_error,31.9,72.95,2324.92,0.327,3298.63,0.1193,6294.24,0,none
plumbing,design_error,23.2,83.92,1948.35,0.287,1554.88,0.1315,3963.79,0,none
plumbing,unforeseen_condition,35.6,264.88,9429.73,0.299,3558.26,0.1035,14332.25,1,labor_rate_spike
drywall,owner_directive,8.8,60.86,537.15,0.331,1894.76,0.081,2628.89,1,material_cost_spike
electrical,owner_directive,21.8,74.08,1615.46,0.336,806.5,0.1469,2777.77,0,none
general,design_error,9.6,56.49,544.58,0.31,2080.02,0.1262,2955.82,1,material_cost_spike
concrete,design_error,48.1,77.19,3711.43,0.349,5129.59,0.1064,9781.46,0,none
drywall,value_engineering,12.5,59.78,749.98,0.332,301.6,0.1468,1205.96,0,none
concrete,value_engineering,13.4,57.32,769.94,0.28,1198.48,0.0806,2127.15,0,none
electrical,value_engineering,33.0,85.56,2823.21,0.342,1840.31,0.1323,5280.4,0,none
mechanical,unforeseen_condition,593.1,79.43,47109.93,0.287,3130.27,0.1364,57092.96,1,unrealistic_hours
steel,owner_directive,45.4,96.18,4369.86,0.292,4921.63,0.1034,10252.62,0,none
electrical,design_error,17.5,82.34,1443.77,0.344,1105.79,0.1414,2909.97,0,none
hvac,unforeseen_condition,9.1,96.74,884.08,0.322,1018.28,0.1373,2163.57,0,none
electrical,code_compliance,12.3,70.84,871.45,0.342,954.7,0.0943,1998.41,0,none
general,code_compliance,38.5,67.1,2580.06,0.288,1533.36,0.1272,4636.8,0,none
plumbing,design_error,33.0,94.32,3107.75,0.317,3348.03,0.0801,6972.73,0,none
hvac,unforeseen_condition,52.3,98.47,5153.6,0.335,5783.58,0.1305,12364.1,0,none
drywall,owner_directive,7.0,53.43,376.37,0.315,142.67,0.109,575.59,0,none
plumbing,unforeseen_condition,17.6,86.34,1519.93,0.328,1460.72,0.0968,3269.25,0,none
plumbing,value_engineering,35.9,72.64,2609.85,0.31,1967.16,0.1009,5038.66,0,none
plumbing,design_error,47.9,93.89,4494.3,0.293,2850.31,0.083,7954.34,0,none
plumbing,value_engineering,9.6,80.34,771.79,0.293,407.04,0.1277,1329.34,0,none
electrical,design_error,21.1,73.26,1542.22,0.325,1504.59,0.1361,3461.52,0,none
general,value_engineering,25.9,53.7,1391.4,0.326,5952.75,0.1598,8517.75,1,material_cost_spike
drywall,code_compliance,29.4,58.66,1723.1,0.311,601.58,0.0916,2537.62,0,none
steel,code_compliance,50.7,99.02,5019.28,0.304,11958.99,0.0874,18461.51,0,none
steel,owner_directive,88.0,98.98,8713.34,0.302,40128.29,0.0814,52817.34,1,material_cost_spike
electrical,unforeseen_condition,9.5,89.1,848.44,0.291,546.19,0.1061,1542.65,0,none
hvac,design_error,20.8,85.7,1780.74,0.306,1958.66,0.1231,4199.61,0,none
hvac,design_error,70.6,94.19,6651.4,0.347,10763.75,0.1054,19250.56,0,none
mechanical,unforeseen_condition,436.2,87.77,38285.27,0.29,388.68,0.091,42193.28,1,unrealistic_hours
mechanical,unforeseen_condition,24.5,82.71,2024.42,0.314,2917.86,0.1111,5491.56,0,none
steel,value_engineering,40.5,100.4,4063.03,0.332,9406.95,0.0649,14343.54,0,none
concrete,value_engineering,62.8,74.97,4704.51,0.315,4308.53,0.4889,13419.52,1,inflated_markup
steel,value_engineering,95.7,99.29,9506.79,0.303,13715.39,0.0606,24630.22,0,none
steel,owner_directive,92.7,78.07,7235.78,0.326,16685.83,0.0516,25156.24,0,none
general,owner_directive,27.3,61.59,1683.24,0.308,427.2,0.1266,2377.6,0,none
steel,code_compliance,96.1,96.45,9273.27,0.343,14309.41,0.0833,25546.1,0,none
plumbing,code_compliance,12.6,85.26,1070.87,0.323,926.67,0.112,2221.18,0,none
electrical,owner_directive,18.0,69.28,1248.47,0.341,1453.41,0.1024,2978.49,0,none
hvac,design_error,38.1,76.71,2925.67,0.32,3793.96,0.1308,7598.22,0,none
general,owner_directive,23.2,54.73,1270.12,0.335,454.64,0.1421,1969.87,0,none
drywall,code_compliance,48.4,45.12,2185.4,0.335,1329.6,0.0833,3807.68,0,none
plumbing,value_engineering,15.6,92.88,1444.58,0.316,1509.89,0.1139,3290.94,0,none
mechanical,owner_directive,57.5,95.82,5506.51,0.337,4613.08,0.0921,11051.3,0,none
plumbing,unforeseen_condition,355.1,80.84,28706.28,0.313,917.58,0.1417,33821.56,1,unrealistic_hours
concrete,unforeseen_condition,16.9,71.2,1199.66,0.311,1975.43,0.0852,3445.67,0,none
plumbing,design_error,4.5,85.56,381.8,0.347,204.42,0.1144,653.28,0,none
general,code_compliance,18.1,58.45,1060.58,0.338,629.79,0.5849,2679.07,1,inflated_markup
hvac,unforeseen_condition,20.6,94.57,1951.11,0.296,4142.5,0.4275,8698.63,1,inflated_markup
general,code_compliance,33.1,64.98,2148.9,0.304,612.73,0.1318,3125.56,0,none
electrical,owner_directive,26.9,91.02,2449.29,0.32,2451.61,0.1274,5525.29,0,none
concrete,design_error,44.3,69.14,3061.68,0.292,2513.02,0.0547,5879.8,0,none
drywall,value_engineering,20.2,210.17,4245.43,0.335,556.85,0.0887,5228.24,1,labor_rate_spike
mechanical,code_compliance,52.1,320.03,16673.56,0.336,4221.36,0.1478,23983.19,1,labor_rate_spike
steel,owner_directive,72.0,94.1,6778.76,0.328,13571.87,0.0815,22008.43,0,none
drywall,code_compliance,9.5,68.38,649.86,0.341,263.45,0.0848,990.76,0,none
electrical,owner_directive,12.1,69.54,842.2,0.319,479.4,0.1395,1506.01,0,none
plumbing,unforeseen_condition,6.0,86.75,523.23,0.319,423.05,0.15,1088.18,0,none
electrical,unforeseen_condition,37.7,78.06,2946.18,0.283,2681.72,0.1242,6326.78,0,none
drywall,value_engineering,38.6,68.51,2644.66,0.292,1935.84,0.1376,5210.66,0,none
mechanical,owner_directive,418.7,79.18,33152.67,0.344,556.4,0.1084,37363.13,1,unrealistic_hours
electrical,design_error,33.5,89.34,2996.6,0.326,2516.77,0.1374,6271.08,0,none
general,design_error,7.1,72.13,513.68,0.307,228.28,0.1731,870.36,0,none
steel,unforeseen_condition,90.1,76.2,6865.4,0.295,20377.25,0.0706,29165.56,0,none
concrete,code_compliance,35.5,74.45,2645.14,0.306,2761.73,0.0763,5819.6,0,none
general,owner_directive,40.0,56.95,2277.09,0.339,641.91,0.1405,3329.16,0,none
hvac,owner_directive,77.4,87.84,6799.94,0.734,10783.07,0.1348,19953.21,1,labor_burden_inflation
steel,design_error,58.7,85.79,5033.48,0.347,10188.37,0.0992,16731.62,0,none
general,owner_directive,38.6,50.75,1959.75,0.299,980.93,0.1747,3454.29,0,none
steel,unforeseen_condition,91.8,82.09,7531.88,0.309,12588.68,0.0959,22050.72,0,none
mechanical,value_engineering,54.4,79.16,4307.47,0.29,4489.54,0.1339,9975.0,0,none
electrical,design_error,24.5,92.29,2259.39,0.304,2175.52,0.1368,5041.72,0,none
general,design_error,39.3,65.25,2565.13,0.294,1264.75,0.1573,4432.27,0,none
plumbing,value_engineering,36.9,86.12,3178.48,0.291,1524.25,0.0849,5101.93,0,none
hvac,unforeseen_condition,39.5,76.35,3018.2,0.31,5885.01,0.0984,9779.01,0,none
plumbing,unforeseen_condition,28.0,91.84,2574.52,0.309,2800.72,0.1445,6151.76,0,none
mechanical,code_compliance,57.5,89.85,5164.73,0.293,3618.31,0.0972,9636.88,0,none
hvac,code_compliance,46.3,85.12,3937.59,0.285,6544.36,0.1038,11569.98,0,none
mechanical,owner_directive,39.9,73.38,2927.97,0.331,3344.61,0.1075,6947.06,0,none
mechanical,owner_directive,19.3,88.58,1708.26,0.282,2258.16,0.0873,4312.58,0,none
general,value_engineering,37.9,52.76,2001.96,0.956,1006.47,0.1632,3499.38,1,labor_burden_inflation
concrete,unforeseen_condition,13.7,71.2,972.12,0.282,920.04,0.1158,2111.36,0,none
hvac,owner_directive,44.6,91.19,4065.17,0.286,3679.17,0.1054,8560.85,0,none
mechanical,unforeseen_condition,22.6,90.06,2039.42,0.322,1373.05,0.1072,3778.17,0,none
plumbing,unforeseen_condition,28.9,71.12,2058.18,0.303,900.36,0.1345,3356.45,0,none
steel,owner_directive,68.2,99.46,6785.12,0.322,8055.41,0.0942,16237.76,0,none
hvac,value_engineering,44.9,97.56,4383.23,0.35,4947.03,0.1217,10465.98,0,none
concrete,unforeseen_condition,45.7,59.83,2733.02,0.966,2051.74,0.1175,5347.2,1,labor_burden_inflation
general,design_error,7.9,63.18,497.05,0.315,157.09,0.172,766.66,0,none
electrical,value_engineering,27.7,90.65,2510.52,0.281,1734.57,0.1043,4687.64,0,none
drywall,owner_directive,40.4,66.83,2697.36,0.312,1814.97,0.0912,4923.88,0,none
mechanical,design_error,11.7,86.01,1005.88,0.284,1225.82,0.1467,2559.13,0,none
electrical,design_error,11.9,85.39,1012.47,0.286,1176.61,0.135,2484.71,0,none
hvac,owner_directive,65.2,97.38,6350.57,0.331,11141.02,0.1109,19431.02,0,none
plumbing,design_error,21.4,88.31,1890.64,0.341,6244.58,0.1136,9059.38,1,material_cost_spike
electrical,owner_directive,37.7,76.57,2887.06,0.295,2227.28,0.1458,5859.89,0,none
electrical,unforeseen_condition,25.9,74.31,1923.15,0.327,6284.77,0.0936,8976.18,1,material_cost_spike
plumbing,design_error,45.2,82.93,3750.09,0.284,2363.77,0.1403,6971.38,0,none
drywall,design_error,28.8,55.55,1601.32,0.287,1076.44,0.6809,4501.05,1,inflated_markup
mechanical,design_error,42.4,70.32,2979.32,0.295,2496.6,0.1158,6109.81,0,none
general,value_engineering,23.3,66.4,1549.8,0.324,782.22,0.1546,2692.58,0,none
hvac,value_engineering,457.3,82.74,37837.0,0.292,3720.41,0.1354,47184.28,1,unrealistic_hours
hvac,value_engineering,79.8,99.06,7907.85,0.282,8092.32,0.5397,24635.46,1,inflated_markup
general,unforeseen_condition,37.1,61.09,2264.95,0.336,916.49,0.1439,3639.26,0,none
electrical,design_error,37.9,84.15,3193.37,0.318,1742.02,0.0841,5350.61,0,none
drywall,owner_directive,19.1,51.74,988.52,0.32,803.37,0.0938,1960.0,0,none
plumbing,owner_directive,8.6,88.53,764.23,0.335,3595.31,0.1498,5012.6,1,material_cost_spike
drywall,value_engineering,26.7,59.03,1577.93,0.289,688.38,0.1256,2551.07,0,none
electrical,owner_directive,5.4,84.27,453.45,0.315,379.13,0.1345,944.52,0,none
concrete,owner_directive,48.5,71.85,3484.1,0.283,5517.13,0.4717,13247.11,1,inflated_markup
drywall,design_error,551.6,45.62,25163.99,0.315,743.82,0.1041,28604.81,1,unrealistic_hours
general,value_engineering,34.3,62.05,2126.74,0.337,687.33,0.1305,3181.24,0,none
plumbing,unforeseen_condition,15.6,81.52,1270.1,0.338,824.79,0.136,2379.79,0,none
general,owner_directive,34.8,64.03,2231.18,0.321,1059.35,0.1726,3858.55,0,none
concrete,design_error,69.8,70.72,4933.04,0.339,5738.16,0.0787,11511.55,0,none
electrical,value_engineering,33.0,91.31,3015.98,0.332,1711.85,0.1061,5229.42,0,none
hvac,code_compliance,31.2,75.69,2360.84,0.329,3679.01,0.0904,6586.04,0,none
